kind,.pred_AI,.pred_class,is_correct,detector,native,name,model,document_id,prompt
AI,0.000346293,Human,No,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,366,Elevate using literary
AI,0.307796001,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,367,Enhance like native
AI,0.992647529,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,659,Plain
Human,0.572757006,AI,No,OriginalityAI,Yes,Real CS224N,Human,760,NA
AI,0.168834046,Human,No,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,67,Plain
AI,0.021014586,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,685,Elevate using technical
Human,0.001138696,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,336,NA
Human,0.014379158,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,402,NA
AI,0.000196278,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,286,Enhance like native
AI,0.000201523,Human,No,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,42,Elevate using literary
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,775,NA
Human,0.999819219,AI,No,Quil,No,Real TOEFL,Human,280,NA
AI,0.25,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,357,Enhance like native
AI,1.47E-05,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,558,Elevate using technical
AI,0.999816597,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,95,Simplify like non-native
AI,0.000931217,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,496,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,802,NA
AI,0.001508457,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,661,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,751,NA
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,639,Elevate using technical
Human,1.47E-05,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,194,NA
AI,1,AI,Yes,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,211,Plain
AI,0.000170588,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,357,Enhance like native
AI,0.18669045,Human,No,Quil,NA,US 8th grade essay - GPT simplify,GPT4,129,Simplify like non-native
AI,0.800959349,AI,Yes,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,223,Plain
Human,0.981691182,AI,No,OriginalityAI,No,Real TOEFL,Human,371,NA
AI,0.625,AI,Yes,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,640,Plain
AI,2.12E-06,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,261,Enhance like native
AI,1.08E-06,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,383,Elevate using literary
Human,0.000100059,Human,Yes,GPTZero,Yes,Real CS224N,Human,762,NA
Human,0.00017562,Human,Yes,Crossplag,Yes,Real College Essays,Human,395,NA
AI,0.008199394,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,710,Elevate using technical
AI,0.653521362,AI,Yes,GPTZero,NA,Fake CS224N - GPT3,GPT3,435,Plain
Human,0.000351363,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,127,NA
AI,0.000241339,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,268,Enhance like native
Human,0.000219335,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,388,NA
AI,0.930023909,AI,Yes,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,592,Elevate using technical
Human,3.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,135,NA
AI,0.913528323,AI,Yes,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,712,Elevate using technical
Human,0.0001511,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,800,NA
AI,0.003550606,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,258,Enhance like native
AI,0.507996798,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,91,Simplify like non-native
Human,0.000324948,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,127,NA
Human,3.00E-07,Human,Yes,GPTZero,No,Real TOEFL,Human,302,NA
Human,7.55E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,94,NA
Human,0.999513497,AI,No,Sapling,No,Real TOEFL,Human,430,NA
Human,7.48E-07,Human,Yes,Sapling,Yes,Real College Essays,Human,902,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,73,NA
Human,0.000215709,Human,Yes,Quil,Yes,US 8th grade essay,Human,150,NA
Human,6.14E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,193,NA
AI,0.001320035,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,550,Elevate using technical
AI,0.008225501,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,686,Plain
AI,0.00019944,Human,No,Sapling,NA,Fake CS224N - GPT3,GPT3,24,Plain
Human,0.014506432,Human,Yes,Sapling,Yes,US 8th grade essay,Human,127,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,780,NA
AI,0.000321507,Human,No,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,74,Elevate using literary
AI,0.000187514,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,706,Plain
Human,0.000170024,Human,Yes,Crossplag,Yes,Real CS224N,Human,785,NA
Human,0.000196094,Human,Yes,Crossplag,Yes,Real College Essays,Human,426,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,845,NA
Human,0.000169107,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,314,NA
Human,0.006840349,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,116,NA
Human,0.000100059,Human,Yes,GPTZero,No,Real TOEFL,Human,335,NA
AI,0.9994,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,187,Simplify like non-native
AI,0.000245035,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,692,Plain
AI,0.000126823,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,283,Enhance like native
AI,0.605100989,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,612,Plain
Human,0.000199738,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,790,NA
Human,0.745136976,AI,No,Quil,No,Real TOEFL,Human,277,NA
AI,0.000656477,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,602,Elevate using technical
Human,0.000176483,Human,Yes,Crossplag,Yes,Real CS224N,Human,740,NA
Human,0.000637829,Human,Yes,Quil,Yes,US 8th grade essay,Human,225,NA
AI,0.997760534,AI,Yes,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,624,Elevate using technical
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,553,Elevate using technical
Human,0.000518973,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,417,NA
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,608,Elevate using technical
AI,0.375,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,571,Plain
AI,0.0002239,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,706,Plain
AI,0.000292015,Human,No,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,368,Elevate using literary
AI,0.999999225,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,636,Plain
Human,0.77655077,AI,No,HFOpenAI,No,Real TOEFL,Human,900,NA
AI,0.020740019,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,384,Plain
AI,0.000170532,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,594,Elevate using technical
Human,5.14E-23,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,328,NA
Human,0.000169891,Human,Yes,Crossplag,Yes,Real CS224N,Human,738,NA
AI,0.999543836,AI,Yes,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,606,Elevate using technical
Human,0.900609195,AI,No,OriginalityAI,Yes,Real CS224N,Human,859,NA
AI,0.999999035,AI,Yes,Sapling,NA,Fake College Essays - GPT3,GPT3,907,Plain
AI,0.000241922,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,652,Elevate using technical
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,599,Elevate using technical
Human,0.001620963,Human,Yes,Crossplag,Yes,Real College Essays,Human,49,NA
Human,0.98628217,AI,No,OriginalityAI,No,Real TOEFL,Human,217,NA
Human,0.716511071,AI,No,Crossplag,No,Real TOEFL,Human,246,NA
AI,0.000437385,Human,No,Sapling,NA,Fake CS224N - GPT3,GPT3,619,Plain
AI,0.875,AI,Yes,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,16,Plain
Human,0.870862748,AI,No,GPTZero,No,Real TOEFL,Human,430,NA
AI,0.999558747,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,596,Plain
Human,0.011181846,Human,Yes,Sapling,Yes,US 8th grade essay,Human,916,NA
AI,0.003309322,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,379,Enhance like native
Human,0.00055,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,111,NA
AI,0.001198053,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,21,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,45,NA
AI,0.000903115,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,621,Elevate using technical
AI,1.47E-05,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,633,Plain
AI,0.995412171,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,515,Plain
AI,0.014614365,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,440,Enhance like native
AI,0.999819934,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,629,Plain
AI,0.000269731,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,547,Enhance like native
AI,0.000272237,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,268,Enhance like native
AI,0.00042333,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,434,Elevate using technical
Human,3.99E-30,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,436,NA
AI,0.00196961,Human,No,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,118,Simplify like non-native
Human,0.002217783,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,797,NA
AI,0.9979,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,80,Simplify like non-native
AI,0.999759138,AI,Yes,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,679,Elevate using technical
AI,0.000540701,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,710,Elevate using technical
Human,0.763712823,AI,No,Crossplag,No,Real TOEFL,Human,302,NA
Human,0.125,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,909,NA
Human,0.999999236,AI,No,Sapling,No,Real TOEFL,Human,325,NA
Human,0.500840451,AI,No,OriginalityAI,Yes,Real College Essays,Human,405,NA
AI,1.07E-10,Human,No,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,69,Elevate using literary
AI,0.002516726,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,468,Plain
AI,0.024187744,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,518,Elevate using technical
Human,0.019423705,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,926,NA
AI,0.000541048,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,653,Elevate using technical
AI,0.000356772,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,592,Elevate using technical
AI,0.999999606,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,10,Plain
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,611,Elevate using technical
AI,6.90E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,78,Enhance like native
AI,0.978298664,AI,Yes,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,668,Elevate using technical
Human,0.000246598,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,147,NA
Human,0.0012,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,149,NA
AI,0.000360256,Human,No,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,897,Elevate using literary
AI,0.714545228,AI,Yes,GPTZero,NA,Fake CS224N - GPT3,GPT3,701,Plain
Human,0.625,AI,No,ZeroGPT,No,Real TOEFL,Human,403,NA
AI,5.00E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,443,Elevate using technical
AI,0.999509573,AI,Yes,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,341,Enhance like native
Human,0.25,Human,Yes,ZeroGPT,No,Real TOEFL,Human,371,NA
AI,0.617056906,AI,Yes,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,326,Enhance like native
Human,0.001471281,Human,Yes,Quil,Yes,Real College Essays,Human,540,NA
AI,0.999999533,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,633,Plain
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,594,Elevate using technical
AI,0.039061017,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,2.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,151,NA
Human,0.887165174,AI,No,GPTZero,No,Real TOEFL,Human,325,NA
Human,6.01E-14,Human,Yes,GPTZero,Yes,Real College Essays,Human,898,NA
AI,0.010293416,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,693,Elevate using technical
Human,4.56E-27,Human,Yes,GPTZero,Yes,Real College Essays,Human,407,NA
AI,0.999815762,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,572,Plain
AI,0.000254871,Human,No,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,5,Elevate using literary
Human,0.013032199,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,767,NA
AI,0.001275077,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,444,Plain
AI,0.989840031,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,668,Elevate using technical
Human,0.25,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,801,NA
AI,0.005748362,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,355,Enhance like native
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,800,NA
Human,0.151445547,Human,Yes,GPTZero,No,Real TOEFL,Human,259,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,738,NA
AI,0.706701696,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,684,Plain
AI,0.5,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,360,Simplify like non-native
AI,0.026009386,Human,No,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,220,Plain
AI,2.12E-06,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,671,Plain
AI,0.010487923,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,675,Elevate using technical
AI,0.005825063,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,92,Simplify like non-native
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,603,Enhance like native
Human,9.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,115,NA
AI,2.12E-06,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,57,Elevate using technical
AI,0.990192533,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,25,Plain
Human,0.03195668,Human,Yes,Crossplag,Yes,Real CS224N,Human,782,NA
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,853,NA
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,175,NA
AI,0.000100059,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,678,Plain
AI,0.840543568,AI,Yes,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,129,Simplify like non-native
AI,0.99981457,AI,Yes,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,439,Plain
AI,0.995600224,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,478,Plain
Human,0.976853132,AI,No,OriginalityAI,No,Real TOEFL,Human,373,NA
AI,0.000443497,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,68,Elevate using literary
AI,0.00022503,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,245,Enhance like native
AI,0,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,569,Plain
Human,6.79E-05,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,49,NA
AI,4.84E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,536,Elevate using technical
AI,0.999827206,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,670,Plain
Human,1.47E-05,Human,Yes,GPTZero,Yes,Real CS224N,Human,741,NA
Human,0.787395895,AI,No,HFOpenAI,Yes,US 8th grade essay,Human,190,NA
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,185,NA
Human,0.000170279,Human,Yes,Crossplag,Yes,Real College Essays,Human,281,NA
AI,0.000873892,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,703,Plain
AI,0.99470892,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,186,Simplify like non-native
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,870,NA
AI,0.25,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,547,Enhance like native
Human,1.64E-16,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,888,NA
AI,0.999997906,AI,Yes,Sapling,NA,Fake College Essays - GPT3,GPT3,204,Plain
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,504,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,348,NA
AI,0.000487148,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,703,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,767,NA
AI,0.000458629,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,387,Plain
Human,0.000246876,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,886,NA
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,728,Elevate using technical
AI,0.94823331,AI,Yes,GPTZero,NA,Fake College Essays - GPT3,GPT3,422,Plain
AI,0.999039352,AI,Yes,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,712,Elevate using technical
AI,0.000436723,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,622,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,93,NA
Human,9.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,82,NA
AI,0.000228668,Human,No,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,382,Elevate using literary
AI,0.998009503,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,236,Simplify like non-native
AI,0.184981391,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,615,Plain
AI,4.81E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,695,Elevate using technical
AI,0.999579251,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,26,Plain
Human,0.000462108,Human,Yes,Sapling,No,Real TOEFL,Human,908,NA
Human,0.023188406,Human,Yes,GPTZero,Yes,Real CS224N,Human,876,NA
Human,0.000100059,Human,Yes,GPTZero,Yes,Real CS224N,Human,850,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,786,NA
AI,0.153888226,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,691,Plain
Human,0.000168726,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,920,NA
AI,1.47E-05,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,285,Enhance like native
AI,0.001983016,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,600,Elevate using technical
AI,0.000356772,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,357,Enhance like native
AI,0.999819338,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,636,Plain
AI,0.000176132,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,496,Elevate using technical
Human,0.001270544,Human,Yes,Crossplag,Yes,Real College Essays,Human,919,NA
AI,7.34E-06,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,363,Enhance like native
Human,0.989972591,AI,No,OriginalityAI,No,Real TOEFL,Human,460,NA
AI,0.999561903,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,524,Plain
Human,0.011590428,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,737,NA
Human,0.000179532,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,869,NA
Human,0.000219732,Human,Yes,Crossplag,Yes,Real CS224N,Human,778,NA
Human,0.000456883,Human,Yes,Crossplag,Yes,Real CS224N,Human,878,NA
AI,0.25,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,297,Enhance like native
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,149,NA
Human,7.20E-07,Human,Yes,Sapling,Yes,Real College Essays,Human,417,NA
AI,0.000172256,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,502,Elevate using technical
AI,0.001569397,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,597,Elevate using technical
Human,0.000195801,Human,Yes,Quil,Yes,US 8th grade essay,Human,916,NA
Human,0.000332299,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,740,NA
AI,0.191216752,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,308,Enhance like native
AI,0.027665699,Human,No,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,92,Simplify like non-native
AI,7.08E-05,Human,No,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,202,Elevate using literary
AI,0.000656477,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,257,Enhance like native
AI,2.59E-13,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,162,Simplify like non-native
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,207,Enhance like native
AI,0.000450527,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,600,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,470,NA
Human,0.125,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,785,NA
AI,0.9813,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,160,Simplify like non-native
Human,0.000180906,Human,Yes,Crossplag,Yes,Real College Essays,Human,273,NA
AI,0.000319035,Human,No,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,66,Elevate using literary
AI,0.004087193,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,582,Elevate using technical
Human,2.59E-13,Human,Yes,GPTZero,Yes,Real CS224N,Human,880,NA
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,157,NA
AI,0.805804312,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,517,Elevate using technical
Human,0.625,AI,No,ZeroGPT,Yes,Real College Essays,Human,273,NA
Human,0.000168349,Human,Yes,Crossplag,Yes,Real CS224N,Human,767,NA
AI,0.000204533,Human,No,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,121,Simplify like non-native
Human,0.008748993,Human,Yes,Crossplag,No,Real TOEFL,Human,293,NA
Human,0.900023467,AI,No,GPTZero,No,Real TOEFL,Human,543,NA
AI,0.999687076,AI,Yes,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,25,Plain
AI,0.9997,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,166,Simplify like non-native
AI,0.000168367,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,465,Elevate using technical
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,339,Enhance like native
AI,0.032747805,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,256,Enhance like native
AI,0.875,AI,Yes,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,34,Plain
AI,0.000187457,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,706,Plain
AI,0.000177223,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,719,Elevate using technical
AI,0.005743397,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,589,Plain
AI,0.000375965,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,706,Plain
Human,0.999989031,AI,No,Sapling,No,Real TOEFL,Human,280,NA
Human,0.966256261,AI,No,Quil,Yes,US 8th grade essay,Human,142,NA
AI,0.000188868,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,57,Elevate using technical
AI,1,AI,Yes,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,670,Plain
AI,0.003404277,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,708,Plain
AI,0.925782271,AI,Yes,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,233,Simplify like non-native
AI,0.692841113,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,15,Plain
Human,0.786747456,AI,No,HFOpenAI,No,Real TOEFL,Human,371,NA
AI,0.9956,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,447,Simplify like non-native
Human,0.016285593,Human,Yes,Crossplag,Yes,Real CS224N,Human,828,NA
AI,0.00908317,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,504,Elevate using technical
Human,1.04E-12,Human,Yes,GPTZero,Yes,Real CS224N,Human,798,NA
AI,0.000197525,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,621,Elevate using technical
AI,0.991457045,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,504,Elevate using technical
Human,0.999190629,AI,No,Quil,No,Real TOEFL,Human,296,NA
AI,0.99981457,AI,Yes,Quil,NA,Fake College Essays - GPT3,GPT3,439,Plain
Human,0.000169872,Human,Yes,Crossplag,Yes,Real CS224N,Human,772,NA
AI,0.032543067,Human,No,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,155,Simplify like non-native
